Time	LH_BicepsFemorisAnterior R	LH_BicepsFemorisPosterior R	LH_Gastrocnemius R	LH_Illiopsoas R	LH_RectusFemoris R	LH_Soleus R	LH_TibialisAnterior R	LH_Vastii R	
0.01495	5.336752	37.07775	12.11853	0	0	1.858159	0	1.265939	
0.015	5.338093	37.06203	12.11989	0	0	1.860966	0	1.268766	
0.01505	5.339387	37.04614	12.12113	0	0	1.863741	0	1.271556	
0.0151	5.340698	37.03028	12.12238	0	0	1.866546	0	1.274351	
0.01515	5.341993	37.01425	12.12351	0	0	1.869286	0	1.277109	
0.0152	5.343207	36.99814	12.1244	0	0	1.872025	0	1.279871	
0.01525	5.344501	36.98205	12.12568	0	0	1.874764	0	1.282636	
0.0153	5.345745	36.96569	12.12659	0	0	1.877485	0	1.285365	
0.01535	5.347003	36.94944	12.12763	0	0	1.88019	0	1.288098	
0.0154	5.348242	36.93319	12.12819	0	0	1.882846	0	1.290794	
0.01545	5.349462	36.91657	12.12926	0	0	1.885534	0	1.293495	
0.0155	5.350693	36.89995	12.12996	0	0	1.888204	0	1.296199	
0.01555	5.351905	36.88334	12.1308	0	0	1.890858	0	1.298867	
0.0156	5.353096	36.86671	12.13115	0	0	1.893479	0	1.301539	
0.01565	5.354329	36.8499	12.13215	0	0	1.896116	0	1.304214	
0.0157	5.355475	36.83298	12.1324	0	0	1.898705	0	1.306815	
0.01575	5.356664	36.81615	12.13317	0	0	1.901324	0	1.309458	
0.0158	5.35783	36.79903	12.13345	0	0	1.903847	0	1.312145	
0.01585	5.359036	36.78198	12.134	0	0	1.906418	0	1.314717	
0.0159	5.360185	36.76492	12.13443	0	0	1.909021	0	1.317333	
0.01595	5.361341	36.74764	12.13475	0	0	1.911527	0	1.319913	
0.016	5.362473	36.73035	12.13522	0	0	1.91408	0	1.322497	
0.01605	5.36361	36.71293	12.13519	0	0	1.91657	0	1.325084	
0.0161	5.364721	36.69567	12.13556	0	0	1.919091	0	1.327637	
0.01615	5.365837	36.6782	12.1357	0	0	1.92158	0	1.330193	
0.0162	5.366926	36.6605	12.13572	0	0	1.924037	0	1.332753	
0.01625	5.368019	36.64296	12.13614	0	0	1.926525	0	1.335238	
0.0163	5.369148	36.62528	12.1362	0	0	1.928982	0	1.337806	
0.01635	5.370215	36.60757	12.13627	0	0	1.931422	0	1.340339	
0.0164	5.371253	36.58971	12.13598	0	0	1.93383	0	1.342836	
0.01645	5.372358	36.5719	12.13609	0	0	1.93627	0	1.345377	
0.0165	5.373431	36.55396	12.13597	0	0	1.93863	0	1.347803	
0.01655	5.374473	36.53605	12.13574	0	0	1.941039	0	1.350234	
0.0166	5.375547	36.5179	12.13577	0	0	1.943447	0	1.352748	
0.01665	5.376589	36.49988	12.13558	0	0	1.945807	0	1.355187	
0.0167	5.377598	36.48161	12.13565	0	0	1.9482	0	1.35763	
0.01675	5.378639	36.46338	12.13511	0	0	1.950512	0	1.360117	
0.0168	5.379645	36.44508	12.13485	0	0	1.952825	0	1.362529	
0.01685	5.380649	36.42672	12.1346	0	0	1.95517	0	1.364866	
0.0169	5.381651	36.40838	12.13412	0	0	1.957468	0	1.367287	
0.01695	5.382681	36.38988	12.13392	0	0	1.959797	0	1.369673	
0.017	5.383675	36.3714	12.13335	0	0	1.962063	0	1.372103	
0.01705	5.384633	36.35283	12.13293	0	0	1.964345	0	1.374457	
0.0171	5.385618	36.33429	12.13241	0	0	1.966628	0	1.376817	
0.01715	5.386597	36.31547	12.1319	0	0	1.968863	0	1.379141	
0.0172	5.387539	36.29676	12.13155	0	0	1.971146	0	1.381509	
0.01725	5.388506	36.27796	12.13096	0	0	1.973366	0	1.383842	
0.0173	5.389466	36.25907	12.13014	0	0	1.975586	0	1.386141	
0.01735	5.390388	36.24018	12.12959	0	0	1.977775	0	1.388522	
