Time	LH_BicepsFemorisAnterior R	LH_BicepsFemorisPosterior R	LH_Gastrocnemius R	LH_Illiopsoas R	LH_RectusFemoris R	LH_Soleus R	LH_TibialisAnterior R	LH_Vastii R	
0.0111	0.5363998	0.5866685	0.5171691	0.131917	0.4486591	0.4640639	0.4598521	0.3875682	
0.01115	0.5364285	0.5866517	0.517194	0.131917	0.4486591	0.4641617	0.4598521	0.3876046	
0.0112	0.5364572	0.5866331	0.5172184	0.131917	0.4486591	0.4642594	0.4598521	0.387641	
0.01125	0.536485	0.5866141	0.5172415	0.131917	0.4486591	0.4643554	0.4598521	0.3876778	
0.0113	0.5365128	0.5865939	0.5172653	0.131917	0.4486591	0.4644514	0.4598521	0.3877132	
0.01135	0.5365402	0.5865729	0.5172893	0.131917	0.4486591	0.4645476	0.4598521	0.3877496	
0.0114	0.5365678	0.5865511	0.517311	0.131917	0.4486591	0.4646429	0.4598521	0.3877853	
0.01145	0.5365946	0.5865274	0.5173336	0.131917	0.4486591	0.4647377	0.4598521	0.3878211	
0.0115	0.5366213	0.586504	0.5173557	0.131917	0.4486591	0.4648325	0.4598521	0.3878568	
0.01155	0.536648	0.5864792	0.5173767	0.131917	0.4486591	0.4649257	0.4598521	0.3878922	
0.0116	0.5366741	0.5864538	0.5173978	0.131917	0.4486591	0.4650187	0.4598521	0.3879279	
0.01165	0.5367002	0.5864272	0.5174196	0.131917	0.4486591	0.4651124	0.4598521	0.3879625	
0.0117	0.5367262	0.5863999	0.5174391	0.131917	0.4486591	0.4652041	0.4598521	0.3879972	
0.01175	0.5367517	0.5863717	0.5174595	0.131917	0.4486591	0.4652965	0.4598521	0.3880319	
0.0118	0.5367767	0.5863427	0.5174795	0.131917	0.4486591	0.465388	0.4598521	0.3880669	
0.01185	0.5368019	0.5863132	0.517499	0.131917	0.4486591	0.4654791	0.4598521	0.3881012	
0.0119	0.536827	0.5862829	0.517518	0.131917	0.4486591	0.4655689	0.4598521	0.3881363	
